2018-12-13 09:33:35,314 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49222
2018-12-13 09:33:35,363 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac0009 with negotiated timeout 20000 for client /127.0.0.1:49222
2018-12-13 09:33:35,386 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac0009
2018-12-13 09:33:35,397 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49222 which had sessionid 0x100001439ac0009
2018-12-13 09:33:46,396 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49234
2018-12-13 09:33:46,400 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49234
2018-12-13 09:33:46,463 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac000a with negotiated timeout 20000 for client /127.0.0.1:49234
2018-12-13 09:33:46,502 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac000a
2018-12-13 09:33:46,507 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49234 which had sessionid 0x100001439ac000a
2018-12-13 09:33:46,514 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49236
2018-12-13 09:33:46,514 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49236
2018-12-13 09:33:46,519 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac000b with negotiated timeout 20000 for client /127.0.0.1:49236
2018-12-13 09:33:52,521 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x100001439ac000b, likely client has closed socket
2018-12-13 09:33:52,522 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49236 which had sessionid 0x100001439ac000b
2018-12-13 09:33:58,091 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49250
2018-12-13 09:33:58,095 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49250
2018-12-13 09:33:58,119 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac000c with negotiated timeout 20000 for client /127.0.0.1:49250
2018-12-13 09:33:58,145 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100001439ac000c
2018-12-13 09:33:58,178 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /127.0.0.1:49250 which had sessionid 0x100001439ac000c
2018-12-13 09:33:58,194 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49252
2018-12-13 09:33:58,195 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@948] - Client attempting to establish new session at /127.0.0.1:49252
2018-12-13 09:33:58,217 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@693] - Established session 0x100001439ac000d with negotiated timeout 20000 for client /127.0.0.1:49252
